order_id,order_date,customer,product,category,quantity,price,region
2439,2025-03-02,Emma Wilson,Webcam,Accessories,5,95.9,East
2440,2025-11-26,Benjamin Jackson,Webcam,Accessories,5,97.71,South
2441,2026-01-17,Daniel Garcia,Printer,Electronics,1,226.97,East
2442,2026-11-06,Alice Brown,Keyboard,Accessories,3,79.43,South
2443,2026-12-18,Sophia Martinez,Tablet,Electronics,1,630.34,West
2444,2025-06-10,John Smith,Keyboard,Accessories,4,75.5,East
2445,2026-12-13,Alice Brown,Chair,Furniture,2,257.18,North
2446,2025-11-15,Michael Davis,Chair,Furniture,3,254.76,West
2447,2026-12-29,James Anderson,Monitor,Electronics,2,325.93,East
2448,2025-09-24,Olivia Miller,Webcam,Accessories,4,94.3,South
2449,2026-02-14,William Thomas,Monitor,Electronics,3,291.36,East
2450,2026-01-31,David Jones,Headphones,Accessories,1,113.59,North
2451,2025-05-22,Benjamin Jackson,Monitor,Electronics,3,278.7,West
2452,2026-09-28,Sarah Kim,Chair,Furniture,2,233.7,East
2453,2026-10-19,Sophia Martinez,Laptop,Electronics,2,1310.42,South
2454,2025-02-14,Daniel Garcia,Webcam,Accessories,5,93.36,East
2455,2026-05-29,Sarah Kim,Headphones,Accessories,4,128.14,East
2456,2025-06-21,William Thomas,Chair,Furniture,4,266.58,South
2457,2025-11-01,Olivia Miller,Laptop,Electronics,5,1196.41,North
2458,2026-09-19,Bob Lee,Webcam,Accessories,4,86.96,North
2459,2025-12-05,Olivia Miller,Chair,Furniture,3,253.3,South
2460,2025-10-13,Emma Wilson,Headphones,Accessories,1,109.53,East
2461,2026-04-30,William Thomas,Laptop,Electronics,3,1278.3,North
2462,2026-08-04,Emma Wilson,Printer,Electronics,1,215.3,East
2463,2026-05-10,Sophia Martinez,Tablet,Electronics,5,584.95,West
2464,2026-02-18,Michael Davis,Tablet,Electronics,4,637.11,West
2465,2025-11-15,Sarah Kim,Mouse,Accessories,4,24.54,North
2466,2026-03-22,William Thomas,Headphones,Accessories,4,129.38,East
2467,2025-05-07,Bob Lee,Webcam,Accessories,4,82.37,East
2468,2025-05-12,Daniel Garcia,Chair,Furniture,4,268.2,South
2469,2026-03-14,Bob Lee,Laptop,Electronics,4,1282.29,West
2470,2025-01-12,William Thomas,Tablet,Electronics,1,647.77,North
2471,2025-11-02,Sophia Martinez,Printer,Electronics,4,219.08,West
2472,2026-12-19,John Smith,Tablet,Electronics,3,568.11,West
2473,2026-10-31,Emily Taylor,Chair,Furniture,2,272.32,South
2474,2026-12-20,Emily Taylor,Keyboard,Accessories,2,80.49,North
2475,2025-07-18,Michael Davis,Mouse,Accessories,3,26.57,West
2476,2025-12-29,Sophia Martinez,Chair,Furniture,1,266.53,West
2477,2025-11-19,Sophia Martinez,Printer,Electronics,2,220.67,East
2478,2026-11-25,Daniel Garcia,Webcam,Accessories,5,94.37,North
2479,2025-11-09,Ava Moore,Printer,Electronics,2,228.29,West
2480,2026-01-16,Michael Davis,Desk,Furniture,3,477.57,South
2481,2026-07-14,Sarah Kim,Desk,Furniture,2,494.72,South
2482,2026-12-22,Emily Taylor,Headphones,Accessories,1,114.39,South
2483,2025-08-15,Daniel Garcia,Mouse,Accessories,4,23.56,South
2484,2025-01-30,James Anderson,Mouse,Accessories,4,25.98,North
2485,2025-09-22,Emma Wilson,Headphones,Accessories,4,121.12,West
2486,2026-02-26,William Thomas,Chair,Furniture,2,254.35,South
2487,2025-04-07,Benjamin Jackson,Chair,Furniture,1,238.07,West
2488,2025-05-04,David Jones,Desk,Furniture,1,494.18,South
2489,2026-10-11,Ava Moore,Mouse,Accessories,2,23.63,South
2490,2026-09-13,Olivia Miller,Webcam,Accessories,4,95.71,West
2491,2025-04-02,Sophia Martinez,Mouse,Accessories,2,23.3,North
2492,2026-01-12,Benjamin Jackson,Chair,Furniture,2,235.39,West
2493,2026-04-30,David Jones,Mouse,Accessories,5,27.43,North
2494,2026-10-09,Daniel Garcia,Monitor,Electronics,4,279.33,East
2495,2026-04-02,Ava Moore,Headphones,Accessories,2,116.81,North
2496,2026-08-01,Michael Davis,Headphones,Accessories,5,129.04,North
2497,2026-01-19,Daniel Garcia,Laptop,Electronics,3,1221.11,West
2498,2025-11-15,Sophia Martinez,Laptop,Electronics,4,1298.94,East
2499,2026-07-07,Emma Wilson,Monitor,Electronics,2,271.32,West
2500,2026-11-28,William Thomas,Headphones,Accessories,1,112.1,South
2501,2025-05-25,Ava Moore,Mouse,Accessories,3,24.4,East
2502,2025-04-01,David Jones,Desk,Furniture,5,444.83,West
2503,2026-11-24,Olivia Miller,Printer,Electronics,2,223.06,South
2504,2025-08-25,Michael Davis,Printer,Electronics,4,209.05,South
2505,2025-05-30,James Anderson,Keyboard,Accessories,2,85.33,North
2506,2026-06-01,Sophia Martinez,Monitor,Electronics,1,328.74,North
2507,2025-06-17,Sophia Martinez,Monitor,Electronics,2,325.04,South
2508,2026-09-04,David Jones,Headphones,Accessories,3,119.78,North
2509,2025-02-13,Daniel Garcia,Tablet,Electronics,5,642.52,South
2510,2026-09-01,Sophia Martinez,Chair,Furniture,3,263.91,North
2511,2025-08-29,Sarah Kim,Desk,Furniture,4,420.11,North
2512,2026-09-22,David Jones,Mouse,Accessories,1,26.34,South
2513,2026-02-23,Ava Moore,Mouse,Accessories,2,26.6,West
2514,2025-06-21,David Jones,Keyboard,Accessories,5,82.63,North
2515,2025-04-08,William Thomas,Webcam,Accessories,5,96.91,South
2516,2026-04-01,Bob Lee,Printer,Electronics,3,241.53,West
2517,2026-07-10,Alice Brown,Printer,Electronics,2,200.97,South
2518,2025-12-24,Daniel Garcia,Printer,Electronics,3,241.98,East
2519,2026-06-27,Alice Brown,Laptop,Electronics,5,1260.42,North
2520,2025-11-30,Bob Lee,Desk,Furniture,5,487.08,North
2521,2026-07-17,John Smith,Tablet,Electronics,2,654.5,East
2522,2025-02-15,William Thomas,Webcam,Accessories,1,86.4,North
2523,2026-03-15,Daniel Garcia,Printer,Electronics,5,236.62,North
2524,2026-09-28,Sarah Kim,Desk,Furniture,4,447.68,West
2525,2026-06-29,Benjamin Jackson,Printer,Electronics,5,210.28,South
2526,2026-05-16,Olivia Miller,Monitor,Electronics,1,309.23,South
2527,2026-11-08,Ava Moore,Keyboard,Accessories,5,78.42,South
2528,2026-07-28,Ava Moore,Webcam,Accessories,5,82.56,North
2529,2026-11-02,Daniel Garcia,Tablet,Electronics,3,617.87,East
2530,2026-03-29,Benjamin Jackson,Mouse,Accessories,5,23.09,North
2531,2025-04-16,Sophia Martinez,Tablet,Electronics,5,555.03,South
2532,2026-01-23,Bob Lee,Monitor,Electronics,4,294.69,South
2533,2026-08-26,Daniel Garcia,Mouse,Accessories,1,25.64,West
2534,2025-03-21,Olivia Miller,Desk,Furniture,3,416.71,South
2535,2026-07-22,Olivia Miller,Headphones,Accessories,3,131.74,South
2536,2026-06-25,Emma Wilson,Chair,Furniture,3,229.31,South
2537,2026-02-01,William Thomas,Printer,Electronics,5,203.84,North
2538,2025-02-23,Michael Davis,Headphones,Accessories,2,110.18,West
2539,2026-08-02,Benjamin Jackson,Chair,Furniture,3,238.75,West
2540,2026-12-19,Sophia Martinez,Keyboard,Accessories,3,81.51,East
2541,2025-11-16,Sophia Martinez,Monitor,Electronics,2,299.07,West
2542,2026-02-10,Emma Wilson,Headphones,Accessories,1,122.16,East
2543,2026-08-18,Emma Wilson,Desk,Furniture,3,476.46,West
2544,2025-12-18,David Jones,Desk,Furniture,4,479.72,East
2545,2025-02-03,Olivia Miller,Keyboard,Accessories,5,80.7,North
2546,2026-07-29,Benjamin Jackson,Tablet,Electronics,4,545.73,South
2547,2025-02-14,William Thomas,Headphones,Accessories,4,126.12,South
2548,2026-12-22,Bob Lee,Desk,Furniture,5,425.33,West
2549,2026-10-28,Emily Taylor,Monitor,Electronics,2,320.7,West
2550,2025-04-13,Emily Taylor,Mouse,Accessories,4,24.87,East
2551,2025-01-15,Daniel Garcia,Chair,Furniture,4,234.78,East
2552,2025-10-18,Emily Taylor,Monitor,Electronics,5,282.1,East
2553,2025-08-15,Sophia Martinez,Mouse,Accessories,2,26.41,East
2554,2026-01-17,John Smith,Laptop,Electronics,2,1162.41,West
2555,2025-12-27,John Smith,Keyboard,Accessories,2,73.36,South
2556,2026-08-03,Alice Brown,Keyboard,Accessories,2,86.35,East
2557,2025-07-04,David Jones,Tablet,Electronics,3,620.12,South
2558,2026-07-25,Daniel Garcia,Tablet,Electronics,5,576.02,South
2559,2026-09-16,Olivia Miller,Webcam,Accessories,5,85.48,East
2560,2025-12-24,Sarah Kim,Printer,Electronics,1,232.8,North
2561,2026-10-12,Emma Wilson,Tablet,Electronics,4,586.21,West
2562,2026-07-17,Bob Lee,Webcam,Accessories,5,96.35,East
2563,2025-09-29,Emma Wilson,Tablet,Electronics,5,556.32,West
2564,2025-03-03,Bob Lee,Keyboard,Accessories,2,80.49,North
2565,2025-12-23,Olivia Miller,Headphones,Accessories,2,124.8,South
2566,2025-01-18,Bob Lee,Webcam,Accessories,1,86.16,West
2567,2025-02-13,Emily Taylor,Desk,Furniture,4,421.69,West
2568,2025-04-04,Benjamin Jackson,Printer,Electronics,5,240.68,East
2569,2026-09-25,Sarah Kim,Webcam,Accessories,1,88.39,West
2570,2026-01-03,Sarah Kim,Mouse,Accessories,1,23.68,East
2571,2026-06-27,Benjamin Jackson,Printer,Electronics,3,223.4,East
2572,2026-11-16,Ava Moore,Chair,Furniture,2,240.88,East
2573,2025-01-25,Sophia Martinez,Desk,Furniture,3,420.01,West
2574,2026-08-30,John Smith,Headphones,Accessories,2,125.36,North
2575,2025-07-05,Bob Lee,Keyboard,Accessories,3,80.39,South
2576,2026-03-16,Michael Davis,Keyboard,Accessories,4,84.7,East
2577,2026-07-16,Bob Lee,Tablet,Electronics,4,555.28,North
2578,2025-01-06,Ava Moore,Desk,Furniture,3,437.05,South
2579,2025-04-19,Daniel Garcia,Mouse,Accessories,1,24.24,West
2580,2025-05-15,David Jones,Tablet,Electronics,1,552.59,West
2581,2026-10-08,James Anderson,Chair,Furniture,5,262.19,East
2582,2026-01-29,Michael Davis,Webcam,Accessories,1,96.6,South
2583,2025-09-28,James Anderson,Printer,Electronics,5,206.23,South
2584,2025-10-17,Daniel Garcia,Keyboard,Accessories,5,86.54,South
2585,2026-10-19,Emily Taylor,Printer,Electronics,5,223.15,East
2586,2026-09-15,James Anderson,Monitor,Electronics,3,319.55,South
2587,2025-09-13,James Anderson,Mouse,Accessories,2,27.22,North
2588,2025-01-10,Olivia Miller,Keyboard,Accessories,1,83.79,West
2589,2026-10-13,Benjamin Jackson,Laptop,Electronics,4,1141.72,South
2590,2025-04-07,Emma Wilson,Printer,Electronics,3,227.9,North
2591,2025-12-02,Alice Brown,Chair,Furniture,4,236.81,West
2592,2026-04-22,William Thomas,Headphones,Accessories,2,108.58,East
2593,2026-09-28,Sophia Martinez,Headphones,Accessories,3,118.68,East
2594,2025-10-02,Sophia Martinez,Tablet,Electronics,3,595.19,East
2595,2026-03-05,John Smith,Printer,Electronics,4,235.14,South
2596,2026-09-18,Olivia Miller,Keyboard,Accessories,2,80.22,West
2597,2026-11-01,William Thomas,Chair,Furniture,4,254.35,North
2598,2026-05-25,Emily Taylor,Laptop,Electronics,5,1286.65,East
2599,2025-10-24,Emma Wilson,Monitor,Electronics,2,316.28,West
2600,2026-12-16,Daniel Garcia,Keyboard,Accessories,2,74.79,West
2601,2026-02-24,James Anderson,Desk,Furniture,3,422.14,West
2602,2025-03-25,James Anderson,Mouse,Accessories,4,23.12,West
2603,2025-12-24,Sarah Kim,Keyboard,Accessories,3,82.88,South
2604,2025-12-22,Alice Brown,Printer,Electronics,5,234.84,East
2605,2026-10-01,James Anderson,Mouse,Accessories,5,23.26,West
2606,2026-10-28,Emily Taylor,Keyboard,Accessories,5,85.03,South
2607,2026-04-07,Benjamin Jackson,Monitor,Electronics,2,287.67,West
2608,2026-08-25,John Smith,Desk,Furniture,4,422.01,North
2609,2025-03-26,Michael Davis,Mouse,Accessories,4,25.17,South
2610,2026-04-01,Olivia Miller,Mouse,Accessories,2,27.2,West
2611,2026-07-14,Olivia Miller,Printer,Electronics,1,238.4,South
2612,2026-04-23,David Jones,Webcam,Accessories,3,86.53,North
2613,2026-03-04,James Anderson,Tablet,Electronics,1,609.38,North
2614,2026-03-07,John Smith,Laptop,Electronics,1,1247.68,East
2615,2026-09-08,Sarah Kim,Keyboard,Accessories,4,76.13,North
2616,2026-09-28,John Smith,Printer,Electronics,5,227.61,South
2617,2026-08-02,Bob Lee,Desk,Furniture,2,492.71,West
2618,2025-11-26,Emily Taylor,Mouse,Accessories,1,25.84,West
2619,2026-07-31,James Anderson,Tablet,Electronics,3,566.19,East
2620,2026-08-25,John Smith,Mouse,Accessories,4,26.62,East
2621,2026-04-01,David Jones,Keyboard,Accessories,1,86.05,West
2622,2026-10-14,William Thomas,Tablet,Electronics,4,621.25,South
2623,2026-05-02,Sophia Martinez,Keyboard,Accessories,4,87.42,North
2624,2025-03-12,Daniel Garcia,Webcam,Accessories,1,91.34,East
2625,2025-11-02,Michael Davis,Webcam,Accessories,1,97.99,South
2626,2026-09-01,William Thomas,Monitor,Electronics,3,279.47,North
2627,2025-03-14,John Smith,Tablet,Electronics,1,607.09,South
2628,2025-02-21,John Smith,Chair,Furniture,4,274.56,West
2629,2026-08-20,William Thomas,Chair,Furniture,1,255.71,North
2630,2025-03-03,Olivia Miller,Chair,Furniture,2,257.53,South
2631,2025-12-21,Bob Lee,Chair,Furniture,2,264.76,South
2632,2025-09-26,David Jones,Headphones,Accessories,1,109.31,South
2633,2026-08-30,Ava Moore,Chair,Furniture,4,233.98,East
2634,2025-05-12,Olivia Miller,Monitor,Electronics,3,318.19,South
2635,2026-01-10,John Smith,Chair,Furniture,1,247.69,South
2636,2025-08-08,Sophia Martinez,Chair,Furniture,3,259.34,East
2637,2025-02-02,Ava Moore,Monitor,Electronics,4,283.79,North
2638,2025-06-28,Benjamin Jackson,Chair,Furniture,3,258.88,East
2639,2025-12-16,Sophia Martinez,Webcam,Accessories,1,95.22,West
2640,2026-06-27,Ava Moore,Desk,Furniture,1,447.47,South
2641,2025-06-05,Ava Moore,Headphones,Accessories,4,131.78,South
2642,2026-11-18,Daniel Garcia,Chair,Furniture,5,238.3,East
2643,2026-04-28,Bob Lee,Chair,Furniture,3,232.76,East
2644,2026-10-04,Alice Brown,Mouse,Accessories,1,26.42,North
2645,2026-03-29,Michael Davis,Keyboard,Accessories,3,85.99,South
2646,2026-01-05,Sophia Martinez,Desk,Furniture,1,438.87,West
2647,2026-02-14,Sarah Kim,Keyboard,Accessories,5,75.48,West
2648,2025-01-19,Alice Brown,Mouse,Accessories,3,26.51,East
2649,2026-08-21,Benjamin Jackson,Laptop,Electronics,3,1297.11,East
2650,2026-11-05,Bob Lee,Printer,Electronics,3,223.38,West
2651,2025-09-11,Bob Lee,Mouse,Accessories,2,22.75,North
2652,2025-10-08,Ava Moore,Printer,Electronics,3,224.75,North
2653,2026-10-05,James Anderson,Webcam,Accessories,1,93.15,East
2654,2025-06-07,William Thomas,Keyboard,Accessories,5,78.33,East
2655,2026-05-20,John Smith,Laptop,Electronics,4,1233.32,East
2656,2026-04-11,Alice Brown,Keyboard,Accessories,4,83.81,West
2657,2026-12-24,Olivia Miller,Webcam,Accessories,5,98.75,South
2658,2026-06-21,David Jones,Headphones,Accessories,3,113.05,East
2659,2026-10-25,Sophia Martinez,Monitor,Electronics,4,281.05,South
2660,2026-08-22,Ava Moore,Keyboard,Accessories,1,84.78,East
2661,2026-12-22,Bob Lee,Printer,Electronics,1,215.65,South
2662,2025-11-14,Daniel Garcia,Printer,Electronics,1,224.66,North
2663,2026-11-23,Daniel Garcia,Webcam,Accessories,4,89.93,East
2664,2025-03-26,Alice Brown,Chair,Furniture,2,252.26,West
2665,2026-10-29,Emily Taylor,Desk,Furniture,3,477.03,North
2666,2025-02-27,Benjamin Jackson,Desk,Furniture,2,492.51,South
2667,2026-12-12,Emma Wilson,Mouse,Accessories,1,22.75,North
2668,2026-03-07,John Smith,Keyboard,Accessories,5,82.72,South
2669,2025-11-14,James Anderson,Webcam,Accessories,1,90.27,West
2670,2026-11-24,William Thomas,Mouse,Accessories,3,22.72,East
2671,2025-01-30,Daniel Garcia,Mouse,Accessories,3,26.54,West
2672,2025-10-03,Ava Moore,Keyboard,Accessories,5,81.16,West
2673,2025-10-16,Michael Davis,Printer,Electronics,2,239.41,East
2674,2025-06-01,James Anderson,Desk,Furniture,1,461.65,South
2675,2026-04-17,Bob Lee,Chair,Furniture,2,250.06,East
2676,2026-03-26,David Jones,Tablet,Electronics,3,610.38,North
2677,2026-08-08,Emma Wilson,Keyboard,Accessories,4,77.58,North
2678,2026-11-17,Sarah Kim,Chair,Furniture,4,234.64,West
2679,2025-09-09,Ava Moore,Tablet,Electronics,5,611.2,West
2680,2025-04-23,Ava Moore,Headphones,Accessories,5,119.62,East
2681,2026-01-23,Bob Lee,Mouse,Accessories,2,23.18,South
2682,2025-12-28,William Thomas,Headphones,Accessories,4,113.89,East
2683,2026-09-09,Ava Moore,Mouse,Accessories,3,26.76,East
2684,2025-02-21,Sophia Martinez,Monitor,Electronics,5,301.32,South
2685,2026-04-10,John Smith,Headphones,Accessories,2,118.36,West
2686,2026-05-13,William Thomas,Tablet,Electronics,2,635.66,West
2687,2026-12-23,Ava Moore,Headphones,Accessories,2,125.74,North
2688,2026-08-28,William Thomas,Headphones,Accessories,1,124.72,North
2689,2025-10-26,Emily Taylor,Tablet,Electronics,4,618.69,South
2690,2026-06-05,David Jones,Keyboard,Accessories,3,75.66,South
2691,2025-10-28,David Jones,Mouse,Accessories,5,23.69,East
2692,2026-01-30,Michael Davis,Mouse,Accessories,2,24.09,West
2693,2025-02-12,Bob Lee,Headphones,Accessories,1,129.19,South
2694,2025-01-17,Olivia Miller,Webcam,Accessories,2,98.03,North
2695,2025-09-25,Sarah Kim,Tablet,Electronics,4,603.72,North
2696,2026-10-04,Daniel Garcia,Mouse,Accessories,2,24.11,South
2697,2025-02-20,Alice Brown,Laptop,Electronics,2,1147.21,East
2698,2026-07-09,Emma Wilson,Headphones,Accessories,5,120.33,North
2699,2025-02-02,Bob Lee,Desk,Furniture,2,434.32,East
2700,2026-11-12,Michael Davis,Webcam,Accessories,2,96.42,South
2701,2025-03-11,Michael Davis,Webcam,Accessories,2,94.69,West
2702,2026-01-11,Emily Taylor,Mouse,Accessories,2,22.85,North
2703,2025-06-27,Alice Brown,Keyboard,Accessories,4,76.85,South
2704,2026-09-22,David Jones,Laptop,Electronics,2,1201.26,West
2705,2025-09-11,Daniel Garcia,Mouse,Accessories,4,25.52,West
2706,2026-10-23,Benjamin Jackson,Headphones,Accessories,2,130.78,West
2707,2026-11-15,Bob Lee,Mouse,Accessories,2,23.2,North
2708,2025-08-30,Benjamin Jackson,Keyboard,Accessories,3,84.12,North
2709,2025-11-06,Bob Lee,Printer,Electronics,3,212.43,East
2710,2026-10-03,Alice Brown,Monitor,Electronics,2,274.29,West
2711,2025-02-18,Emily Taylor,Keyboard,Accessories,4,75.32,East
2712,2025-10-02,Ava Moore,Keyboard,Accessories,1,73.39,West
2713,2025-04-28,Sophia Martinez,Tablet,Electronics,1,590.65,South
2714,2025-04-05,Benjamin Jackson,Keyboard,Accessories,2,72.06,East
2715,2025-01-11,Sophia Martinez,Tablet,Electronics,2,573.31,North
2716,2026-01-15,Bob Lee,Printer,Electronics,3,209.36,West
2717,2025-05-21,Alice Brown,Monitor,Electronics,3,326.66,North
2718,2026-10-24,Michael Davis,Laptop,Electronics,5,1139.26,North
2719,2025-04-01,Michael Davis,Chair,Furniture,3,260.05,West
2720,2026-05-18,Emma Wilson,Headphones,Accessories,1,123.08,West
2721,2025-03-11,Emily Taylor,Printer,Electronics,1,221.23,West
2722,2026-06-25,Daniel Garcia,Laptop,Electronics,1,1220.5,East
2723,2026-10-12,James Anderson,Webcam,Accessories,5,96.02,North
2724,2025-12-30,William Thomas,Desk,Furniture,4,472.01,South
2725,2025-10-05,Benjamin Jackson,Keyboard,Accessories,3,76.41,West
2726,2026-05-07,Benjamin Jackson,Chair,Furniture,5,237.7,East
2727,2025-12-30,Bob Lee,Desk,Furniture,2,428.3,West
2728,2026-05-23,Alice Brown,Chair,Furniture,2,227.45,West
2729,2025-05-05,Ava Moore,Monitor,Electronics,2,295.6,East
2730,2025-05-03,Bob Lee,Monitor,Electronics,1,277.1,South
2731,2025-06-24,James Anderson,Desk,Furniture,3,469.75,North
2732,2026-08-25,Sarah Kim,Laptop,Electronics,5,1192.86,South
2733,2025-07-14,James Anderson,Keyboard,Accessories,2,75.3,South
2734,2026-11-04,Olivia Miller,Desk,Furniture,2,422.45,West
2735,2025-03-13,Michael Davis,Laptop,Electronics,5,1137.5,East
2736,2026-02-22,David Jones,Keyboard,Accessories,5,75.49,East
2737,2026-11-30,David Jones,Monitor,Electronics,1,271.78,West
2738,2025-12-05,Benjamin Jackson,Printer,Electronics,1,227.45,North
2739,2026-12-01,Bob Lee,Desk,Furniture,1,450.35,East
2740,2026-01-03,William Thomas,Desk,Furniture,4,469.04,West
2741,2025-07-26,James Anderson,Desk,Furniture,4,483.83,North
2742,2025-05-18,James Anderson,Chair,Furniture,2,254.39,West
2743,2025-08-11,William Thomas,Printer,Electronics,1,205.31,East
2744,2025-10-12,Emily Taylor,Desk,Furniture,2,456.23,West
2745,2026-03-20,Sophia Martinez,Headphones,Accessories,3,116.8,North
2746,2025-09-26,James Anderson,Desk,Furniture,4,474.0,West
2747,2026-11-23,Emily Taylor,Webcam,Accessories,1,83.03,West
2748,2025-06-13,Bob Lee,Laptop,Electronics,5,1314.11,East
2749,2025-06-21,Bob Lee,Monitor,Electronics,1,296.5,North
2750,2025-11-20,Sophia Martinez,Webcam,Accessories,3,92.07,South
2751,2025-08-27,Sophia Martinez,Keyboard,Accessories,3,72.42,North
2752,2026-09-09,John Smith,Monitor,Electronics,3,329.09,West
2753,2026-01-29,William Thomas,Headphones,Accessories,2,125.14,South
2754,2025-12-10,Sophia Martinez,Mouse,Accessories,2,23.77,West
2755,2026-06-03,John Smith,Chair,Furniture,4,255.29,North
2756,2026-07-21,Daniel Garcia,Desk,Furniture,3,443.75,East
2757,2026-06-30,William Thomas,Chair,Furniture,3,269.92,South
2758,2026-10-25,John Smith,Mouse,Accessories,1,24.85,South
2759,2025-07-05,Sarah Kim,Keyboard,Accessories,4,74.22,North
2760,2026-10-22,Olivia Miller,Printer,Electronics,4,239.86,North
2761,2025-04-10,David Jones,Monitor,Electronics,5,270.59,North
2762,2026-05-28,David Jones,Headphones,Accessories,2,114.76,North
2763,2025-10-01,Benjamin Jackson,Chair,Furniture,4,236.05,West
2764,2025-04-19,Sarah Kim,Tablet,Electronics,4,642.24,North
2765,2026-10-25,Emily Taylor,Headphones,Accessories,3,126.57,South
2766,2026-05-19,Benjamin Jackson,Chair,Furniture,3,237.91,East
2767,2026-04-24,Ava Moore,Laptop,Electronics,1,1192.43,West
2768,2026-05-15,Bob Lee,Headphones,Accessories,1,127.27,South
2769,2026-10-13,Sophia Martinez,Mouse,Accessories,4,27.15,South
2770,2026-03-30,James Anderson,Webcam,Accessories,5,95.36,North
2771,2025-01-26,Benjamin Jackson,Laptop,Electronics,1,1249.32,East
2772,2025-03-12,Emma Wilson,Monitor,Electronics,2,319.48,North
2773,2026-11-14,Bob Lee,Headphones,Accessories,5,129.25,North
2774,2025-05-21,William Thomas,Printer,Electronics,3,230.59,South
2775,2025-10-13,James Anderson,Desk,Furniture,1,445.61,North
2776,2025-05-18,Benjamin Jackson,Desk,Furniture,1,410.78,North
2777,2026-12-25,Ava Moore,Chair,Furniture,3,236.61,East
2778,2025-06-18,Olivia Miller,Keyboard,Accessories,1,82.86,West
2779,2026-08-21,Ava Moore,Tablet,Electronics,3,566.21,East
2780,2026-05-19,Bob Lee,Desk,Furniture,2,484.35,East
2781,2025-02-13,Daniel Garcia,Keyboard,Accessories,3,87.98,North
2782,2026-05-11,Emma Wilson,Laptop,Electronics,5,1173.06,South
2783,2026-09-19,Emily Taylor,Keyboard,Accessories,3,75.35,North
2784,2025-09-01,Emily Taylor,Mouse,Accessories,4,23.16,West
2785,2025-03-03,Bob Lee,Webcam,Accessories,2,83.28,South
2786,2026-05-22,William Thomas,Laptop,Electronics,1,1173.77,East
2787,2026-12-01,Bob Lee,Headphones,Accessories,3,114.59,East
2788,2026-12-01,Michael Davis,Monitor,Electronics,3,303.27,East
2789,2026-08-10,John Smith,Keyboard,Accessories,1,72.23,South
2790,2025-01-11,Sarah Kim,Laptop,Electronics,5,1278.01,South
2791,2025-05-27,Michael Davis,Laptop,Electronics,3,1187.8,South
2792,2026-05-30,James Anderson,Printer,Electronics,2,216.22,South
2793,2025-01-16,Daniel Garcia,Desk,Furniture,1,423.59,West
2794,2025-07-11,William Thomas,Headphones,Accessories,5,128.77,West
2795,2026-10-08,Sophia Martinez,Headphones,Accessories,2,125.49,North
2796,2025-09-15,William Thomas,Laptop,Electronics,5,1218.82,South
2797,2025-06-29,Emma Wilson,Mouse,Accessories,5,26.92,East
2798,2026-01-14,John Smith,Desk,Furniture,1,452.62,West
2799,2025-03-24,William Thomas,Printer,Electronics,2,204.35,North
2800,2026-01-02,James Anderson,Chair,Furniture,3,236.37,East
2801,2025-11-13,David Jones,Chair,Furniture,1,251.75,East
2802,2025-10-16,Michael Davis,Printer,Electronics,2,205.57,West
2803,2025-07-13,Ava Moore,Printer,Electronics,2,240.81,West
2804,2025-04-02,Ava Moore,Webcam,Accessories,4,85.19,West
2805,2026-05-13,Ava Moore,Desk,Furniture,1,470.7,East
2806,2026-03-03,Michael Davis,Chair,Furniture,3,230.09,South
2807,2026-11-26,William Thomas,Printer,Electronics,4,236.47,East
2808,2025-02-21,John Smith,Headphones,Accessories,3,116.48,North
2809,2026-06-04,Benjamin Jackson,Printer,Electronics,4,231.48,South
2810,2025-02-25,Olivia Miller,Laptop,Electronics,1,1096.88,West
2811,2025-05-05,Sophia Martinez,Tablet,Electronics,2,636.57,North
2812,2025-04-02,Emily Taylor,Keyboard,Accessories,3,72.65,West
2813,2026-05-31,John Smith,Mouse,Accessories,5,25.3,South
2814,2026-05-06,Bob Lee,Laptop,Electronics,2,1310.88,North
2815,2026-03-17,Michael Davis,Monitor,Electronics,1,293.07,South
2816,2026-08-21,David Jones,Chair,Furniture,1,259.52,South
2817,2025-06-28,Michael Davis,Headphones,Accessories,5,114.87,South
2818,2025-02-14,Alice Brown,Printer,Electronics,5,222.76,North
2819,2025-07-05,Ava Moore,Printer,Electronics,4,231.44,West
2820,2025-05-08,Benjamin Jackson,Tablet,Electronics,4,546.41,South
2821,2026-12-13,Olivia Miller,Desk,Furniture,4,435.85,West
2822,2026-12-31,Sarah Kim,Headphones,Accessories,1,110.17,West
2823,2025-03-28,Emma Wilson,Tablet,Electronics,2,623.97,East
2824,2025-12-31,Alice Brown,Keyboard,Accessories,4,78.78,East
2825,2025-05-14,William Thomas,Printer,Electronics,5,211.28,North
2826,2025-12-05,Alice Brown,Mouse,Accessories,4,22.81,East
2827,2025-04-27,Alice Brown,Tablet,Electronics,4,592.72,West
2828,2025-01-31,David Jones,Keyboard,Accessories,2,84.34,North
2829,2025-09-03,Ava Moore,Laptop,Electronics,5,1180.26,East
2830,2025-09-07,Michael Davis,Mouse,Accessories,4,27.12,North
2831,2025-11-18,James Anderson,Keyboard,Accessories,5,81.08,South
2832,2026-11-21,Michael Davis,Webcam,Accessories,4,82.45,West
2833,2026-08-17,Ava Moore,Monitor,Electronics,5,291.26,East
2834,2026-01-18,David Jones,Desk,Furniture,2,490.35,South
2835,2025-05-28,Sophia Martinez,Desk,Furniture,5,412.08,West
